Tracking Number,Reference Number(s),Status,Manifest Date,Shipper Name,Shipper City,Shipper State/Province,Shipper Country,Ship To Name,Ship To City,Ship To State/Province,Ship To Country,Service,Scheduled Delivery,Images,Alternate Address Delivery Notification Failed,Alternate Delivery Address Name,Alternate Delivery Address Phone,Alternate Delivery Address Address Line 1,Alternate Delivery Address Address Line 2,Alternate Delivery Address Address Line 3,Alternate Delivery Address City,Alternate Delivery Address State,Alternate Delivery Address Postal Code,Alternate Delivery Address Country,Alternate Tracking Number,Appointment Made,Appointment Requested Date,Appointment Requested Start Time,Appointment Requested End Time,Arrival Date,Arrival Time,Bill To Name,Bill To Account Number,Bill To Address Line 1,Bill To Address Line 2,Bill To Address Line 3,Bill To Address Line 4,Bill To Address Line 5,Bill To City,Bill To State,Bill To Postal Code,Bill To Country,Bill To Email Address,Bill To Fax Number,Bond Date,Bond Number,Booking Number,Carrier,Chargeable Weight,Chargeable Weight UOM,Charges,Clinical Trials Indicator,COD Amount Collected,COD Amount Due,COD Collected Currency Type,Commercial Invoice Removal,Commodity,Container,Customer Pickup,Date Delivered,Declared Value,Delivery Location,Delivery Preference,Delivery Time,Departure Date,Departure Time,Description of Goods,Doc Indicator,Earliest Delivery Time,Exception Description,Exception Resolution,Exception Status Description,Flight/Voyage,Handling Unit,Harmonized Code,Hazardous Materials,Hold at UPS Access Point Shipments,In-bond Entry Code,Infectious Substances Category A,Insured  Value,Insured Value Currency Code,Label Delivery Method,Large Package,Liftgate on Pickup,Liftgate on Delivery,Load Type,Location Assured,Manufacture Country,Master Bill of Lading,Mode of Transportation,Number of Pieces,Number of Pieces - UOM,Original Scheduled Delivery Date,Original Scheduled Delivery Time,Package Height,Package Length,Package Width,Package Dimensional Weight,Package Reference No. 1,Package Reference No. 2,Package Reference No. 3,Package Reference No. 4,Package Reference No. 5,Package Reference No. Type 1,Package Reference No. Type 2,Package Reference No. Type 3,Package Reference No. Type 4,Package Reference No. Type 5,Package Release Code Required,Pickup By Date,Pickup Preference,Postal Service Tracking ID,Product,Product Line,Received By,Residential Address,Return Services,Return To Name,Return To Attention,Return To Address Line 1,Return To Address Line 2,Return To Address Line 3,Return To City,Return To State/Province,Return To Postal Code,Return To Country,Return To Telephone,Return To Sender Indicator,Revised Door ETA Date,Revised Door ETA Time,Saturday Delivery,Scheduled Delivery Time,Ship To Attention,Ship To Address Line 1,Ship To Address Line 2,Ship To Address Line 3,Ship-to Address Line 4,Ship-to Address Line 5,Ship To Postal Code,Ship-to Email Address,Ship-to Fax Number,Ship To Telephone,Shipment Activity Date,Shipment Activity Time,Shipment Charge Type,Shipment Reference No. 1,Shipment Reference No. 2,Shipment Reference No. Type 1,Shipment Reference No. Type 2,Shipment Type,Shipment Volume,Ship To Location,Shipper Attention,Shipper Address Line 1,Shipper Address Line 2,Shipper Address Line 3,Shipper Address Line 4,Shipper Address Line 5,Shipper Postal Code,Shipper Email Address,Shipper Fax Number,Special Instructions,UPS carbon neutral,UPS Company Principal Customer Identification Number,UPS Delivery Intercept Indicator,UPS Delivery Intercept Origin,UPS Delivery Intercept Name of Requester,UPS Delivery Intercept Request Date,UPS Delivery Intercept Request Time,UPS Delivery Intercept Status,UPS Delivery Intercept Type,New Delivery Customer Name,New Delivery Attention,New Delivery Address 1,New Delivery Address 2,New Delivery Address 3,New Delivery City,New Delivery State/Province,New Delivery Postal Code,New Delivery Country,UPS Import Control Indicator,UPS Import Control Label Type,UPS Premium Care(TM),UPS Returns Flexible Access,UPS Returns ® Exchange,Vessel,Weight
1Z30151R0344777841,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ROPO DE'COR INC,,TINA & ANTHONY,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344798122,458963KD|00658641|458963KD|00658641|10158364|MEM0000000935203,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,HAMMONDSPORT,NY,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,128709,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/26/2017,By End Of Day,,,,,458963KD,658641,,10158364,MEM0000000935203,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,BULLY HILL VINEYARDS,,LILLIAN TAYLOR,,,,14840,,,,7/26/2017,8:03 AM,Freight Collect,458963KD,658641,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344813373,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ROPO DE'COR INC,,TINA & ANTHONY,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344835288,658642,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SILVER CITY,NM,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/26/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,COUNTRY GIRL,,KENDRA,,,,88061,,,,7/26/2017,8:43 AM,Prepaid,,658642,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344846678,658638,In Transit,7/21/2017,,MEMPHIS,TN,US,,PRESCOTT,AZ,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,18,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,HART'S DECOR,,SEAN HART,,,,86305,,,,7/24/2017,10:07 PM,Prepaid,,658638,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344860081,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935153,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,10,23,12,,FAX 7-19-17,658875,,10158526,MEM0000000935153,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TIDES WHARF GIFT SHOP  THE,,ATTN: CHRIS WEDEL,,,,94923,,,,7/21/2017,5:48 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,5.70 LBS
1Z30151R0344868654,658639,In Transit,7/21/2017,,MEMPHIS,TN,US,,COSTA MESA,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,NANCY TOLER,,NANCY TOLER,,,,92627,,,,7/21/2017,7:12 PM,Prepaid,,658639,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0344874450,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ROPO DE'COR INC,,TINA & ANTHONY,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344883691,1045-1669|00658880|1045-1669|00658880|10158283|MEM0000000924789,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,10:26 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/25/2017,By End Of Day,9,36,10,,1045-1669,658880,,10158283,MEM0000000924789,,,,,,NO,,UPS will Pick up,,,,EDWARDS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,CORKSCREW SWAMP SANTUARY,,ROSWITHA,375 SANCTUARY RD WEST,,,34120,,,,7/25/2017,10:26 AM,Prepaid,1045-1669,658880,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.30 LBS
1Z30151R0344891173,458963KD|00658641|458963KD|00658641|10158364|MEM0000000935225,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,HAMMONDSPORT,NY,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,128709,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,8,,7/26/2017,By End Of Day,12,30,20,,458963KD,658641,,10158364,MEM0000000935225,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,BULLY HILL VINEYARDS,,LILLIAN TAYLOR,,,,14840,,,,7/26/2017,6:43 AM,Freight Collect,458963KD,658641,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,23.90 LBS
1Z30151R0344898130,00658642|00658642,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SILVER CITY,NM,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/26/2017,By End Of Day,,,,,,658642,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,COUNTRY GIRL,,KENDRA,,,,88061,,,,7/26/2017,8:45 AM,Prepaid,,658642,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344900322,658635,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,12:25 PM,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,DO,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ROPO DE'COR INC,,TINA & ANTHONY,,,,34102,,,,7/25/2017,12:25 PM,Prepaid,,658635,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344924968,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935161,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,8,21,18,,FAX 7-19-17,658875,,10158526,MEM0000000935161,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TIDES WHARF GIFT SHOP  THE,,ATTN: CHRIS WEDEL,,,,94923,,,,7/21/2017,5:47 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0344927901,1705406|00658310|1705406|00658310|10158533|MEM0000000906983,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,WINTER,WI,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,6,,7/26/2017,By End Of Day,9,35,12,,1705406,658310,,10158533,MEM0000000906983,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,FOSTER'S - WINTER GREENHOUSE,,JAN ZABOR,,,,54896,,,,7/26/2017,5:00 AM,Prepaid,1705406,658310,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,8.80 LBS
1Z30151R0344928599,FAX 7-19-17|00658875|FAX 7-19-17|00658875|10158526|MEM0000000935164,In Transit,7/21/2017,,MEMPHIS,TN,US,,BODEGA BAY,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,14,,7/27/2017,By End Of Day,10,25,12,,FAX 7-19-17,658875,,10158526,MEM0000000935164,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,TIDES WHARF GIFT SHOP  THE,,ATTN: CHRIS WEDEL,,,,94923,,,,7/21/2017,5:49 PM,Prepaid,FAX 7-19-17,658875,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,6.20 LBS
1Z30151R0344932235,1045-1669|00658880|1045-1669|00658880|10158283|MEM0000000924794,Delivered,7/21/2017,,MEMPHIS,TN,US,,NAPLES,FL,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,RECEIVER,UPS will Deliver,10:26 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,11,,7/25/2017,By End Of Day,12,30,20,,1045-1669,658880,,10158283,MEM0000000924794,,,,,,NO,,UPS will Pick up,,,,EDWARDS,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,CORKSCREW SWAMP SANTUARY,,ROSWITHA,375 SANCTUARY RD WEST,,,34120,,,,7/25/2017,10:26 AM,Prepaid,1045-1669,658880,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,19.90 LBS
1Z30151R0344939229,PO587561077|00658646|PO587561077|00658646|10158546|MEM0000000932433,Delivered,7/21/2017,,MEMPHIS,TN,US,,LAKEWOOD,NJ,US,UPS Ground,7/25/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,7/25/2017,No Value,DOCK,UPS will Deliver,9:05 AM,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,3,,7/25/2017,By End Of Day,11,26,12,,PO587561077,658646,,10158546,MEM0000000932433,,,,,,NO,,UPS will Pick up,,,,BIRBAUM,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,LIJO D  COR,,RIVKA EISEMANN,,,,8701,,,,7/25/2017,9:05 AM,Prepaid,PO587561077,658646,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,10.30 LBS
1Z30151R0345002096,658268,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ALWAYS AZUL POTTERY,,ALAN YARMARK,,,,81155,,,,7/26/2017,7:43 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345003344,658638,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,PRESCOTT,AZ,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,18,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,HART'S DECOR,,SEAN HART,,,,86305,,,,7/26/2017,4:13 AM,Prepaid,,658638,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,11.00 LBS
1Z30151R0345005824,PHONE CHRISTINE|00658645|PHONE CHRISTINE|00658645|10158559|MEM0000000924806,In Transit,7/21/2017,,MEMPHIS,TN,US,,COVINA,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,2,,7/27/2017,By End Of Day,12,30,20,,PHONE CHRISTINE,658645,,10158559,MEM0000000924806,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,CITRUS VALLEY MEDICAL CENTER,,KRISTINE MCLEOD,210 W SAN BERNADINO RD,,,91722,,,,7/21/2017,5:51 PM,Prepaid,PHONE CHRISTINE,658645,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,25.40 LBS
1Z30151R0345056681,658268,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ALWAYS AZUL POTTERY,,ALAN YARMARK,,,,81155,,,,7/26/2017,8:35 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345087684,658639,In Transit,7/21/2017,,MEMPHIS,TN,US,,COSTA MESA,CA,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,16,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,NANCY TOLER,,NANCY TOLER,,,,92627,,,,7/21/2017,7:51 PM,Prepaid,,658639,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345088469,658268,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ALWAYS AZUL POTTERY,,ALAN YARMARK,,,,81155,,,,7/26/2017,8:02 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345126051,658633,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SUGARCREEK,OH,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,THE RECEIVING BUSINESS WAS CLOSED.,YOUR DELIVERY HAS BEEN RESCHEDULED FOR THE NEXT BUSINESS DAY.,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,15,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,J A B ZIMMERMAN,,BETTIE ZIMMERMAN,1900 ST ROUTE 39,,,44681,,,,7/26/2017,4:44 AM,Prepaid,,658633,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345157876,658633,Out for Delivery,7/21/2017,,MEMPHIS,TN,US,,SUGARCREEK,OH,US,UPS Ground,7/26/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,,,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,15,,7/25/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,J A B ZIMMERMAN,,BETTIE ZIMMERMAN,1900 ST ROUTE 39,,,44681,,,,7/26/2017,4:46 AM,Prepaid,,658633,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
1Z30151R0345233702,658268,In Transit,7/21/2017,,MEMPHIS,TN,US,,VILLA GROVE,CO,US,UPS Ground,7/27/2017,,,,,,,,,,,,,,,--,--,,--,,30151R,,,,,,,,,,,,,,,,,,,NO,,,,,,,,Not Avail.,No Value,,UPS will Deliver,,,--,DECOR,NO,--,SCHEDULED DELIVERY DATE HAS BEEN RECALCULATED,PACKAGE TENDERED TO UPS ON A DATE DIFFERENT THAN ORIGINALLY PROVIDED BY THE SHIPPER,,,,,NO,NO,,NO,,,,NO,NO,NO,,NO,,,,21,,7/27/2017,By End Of Day,,,,,,,,,,,,,,,NO,,UPS will Pick up,,,,,NO,,,,,,,,,,,,NO,Not Avail.,1:01 AM,NO,By End Of Day,ALWAYS AZUL POTTERY,,ALAN YARMARK,,,,81155,,,,7/26/2017,5:30 AM,Prepaid,,658268,,,,,30151R,,,,,,,38141-8389,,,,NO,,NO,,,,--,,,,,,,,,,,,NO,,NO,NO,,,12.00 LBS
